Annual Income (k$),Spending Score (1-100)
26.454065579127093,77.87385671285696
86.1294131167693,16.745678633777544
84.41416946892622,82.77088460777098
27.053804112110733,18.587924430715177
56.25049124792519,49.58019203635468
